scope,sheet,row_number,machine_code,product_text,agiz_mm,gramaj_gr,raw_F,raw_G,raw_J,raw_K,raw_L,numeric_J,numeric_K,numeric_L,parse_status
fallback_latest_370_rows_largest_sheet,ESKİ,1414,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,11.81,1,1,11.81,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1415,405,750 CC S034 60 OPAK BEYAZ PALET STANDART,,,405,750 CC S034 60 OPAK BEYAZ PALET STANDART,2,2,8.9,2,2,8.9,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1416,303,PR014 110 MM 12 GÖZ YİVLİ PREFORM 91 ŞEFFAF ŞEFFAF KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ YİVLİ PREFORM 91 ŞEFFAF ŞEFFAF KOLI STANDART,12,7,42.8,12,7,42.8,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1417,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,8,20.7,8,8,20.7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1418,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,28,,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,4,2,15.9,4,2,15.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1419,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,24.1,12,9,24.1,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1420,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,7,26.97,12,7,26.97,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1421,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,4,3,24.1,4,3,24.1,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1422,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK MAVİ PLT.IC.KOLI STANDART,100,,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK MAVİ PLT.IC.KOLI STANDART,4,4,18.8,4,4,18.8,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1423,212,E123 28 MM FLİPTOP 13 ŞEFFAF YEŞİL PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF YEŞİL PLT.IC.KOLI STANDART,12,12,22.53,12,12,22.53,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1424,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,8,20.5,8,8,20.5,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1425,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,28,,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,4,2,15.4,4,2,15.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1426,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,23.5,12,9,23.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1427,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,26.96,12,9,26.96,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1428,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,4,3,24,4,3,24,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1429,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK MAVİ PLT.IC.KOLI STANDART,100,,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK MAVİ PLT.IC.KOLI STANDART,4,4,18.4,4,4,18.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1430,212,E123 28 MM FLİPTOP 13 ŞEFFAF YEŞİL PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF YEŞİL PLT.IC.KOLI STANDART,12,12,22.57,12,12,22.57,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1431,301,PR003 90 MM 4 GÖZ YİVLİ PREFORM 61 OPAK BEYAZ KOLI STANDART,90,,301,PR003 90 MM 4 GÖZ YİVLİ PREFORM 61 OPAK BEYAZ KOLI STANDART,4,4,28.5,4,4,28.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1432,303,PR014 110 MM 12 GÖZ YİVLİ PREFORM 91 ŞEFFAF ŞEFFAF KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ YİVLİ PREFORM 91 ŞEFFAF ŞEFFAF KOLI STANDART,12,7,42.9,12,7,42.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1433,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,11.88,1,1,11.88,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1434,405,750 CC S034 60 OPAK BEYAZ PALET STANDART,,,405,750 CC S034 60 OPAK BEYAZ PALET STANDART,2,2,8.8,2,2,8.8,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1435,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,28,,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,4,2,15.7,4,2,15.7,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1436,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,22.3,12,9,22.3,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1437,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,27.1,12,9,27.1,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1438,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,4,3,24,4,3,24,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1439,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK YEŞİL PLT.IC.KOLI STANDART,110,,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK YEŞİL PLT.IC.KOLI STANDART,4,4,20.9,4,4,20.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1440,212,E123 28 MM FLİPTOP 13 ŞEFFAF YEŞİL PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF YEŞİL PLT.IC.KOLI STANDART,12,12,22.46,12,12,22.46,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1441,301,PR003 90 MM 4 GÖZ YİVLİ PREFORM 61 OPAK BEYAZ KOLI STANDART,90,,301,PR003 90 MM 4 GÖZ YİVLİ PREFORM 61 OPAK BEYAZ KOLI STANDART,4,4,28.5,4,4,28.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1442,501,1000 CC P128 43 OPAK BEYAZ PALET STANDART,,,501,1000 CC P128 43 OPAK BEYAZ PALET STANDART,6,6,18.02,6,6,18.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1443,503,5000 CC P061 170 OPAK BEYAZ POSET STANDART,,,503,5000 CC P061 170 OPAK BEYAZ POSET STANDART,1,1,15,1,1,15,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1444,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,8,19.3,8,8,19.3,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1445,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,28,,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,4,2,16.6,4,2,16.6,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1446,205,E049 24 MM KAPAK 3 OPAK MAVİ PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK MAVİ PLT.IC.KOLI STANDART,12,9,22.3,12,9,22.3,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1447,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,27.09,12,9,27.09,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1448,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,4,3,24,4,3,24,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1449,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK YEŞİL PLT.IC.KOLI STANDART,110,,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,17,4,3,17,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1450,212,E123 28 MM FLİPTOP 13 ŞEFFAF YEŞİL PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF YEŞİL PLT.IC.KOLI STANDART,12,12,22.85,12,12,22.85,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1451,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,38,,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,12,10,48.24,12,10,48.24,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1452,501,1000 CC P128 43 OPAK BEYAZ PALET STANDART,,,501,1000 CC P128 43 OPAK BEYAZ PALET STANDART,6,6,18.02,6,6,18.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1453,401,2000 CC S003 61 ŞEFFAF ŞEFFAF POSET STANDART,,,401,2000 CC S003 61 ŞEFFAF ŞEFFAF POSET STANDART,1,1,9.58,1,1,9.58,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1454,402,1500 CC S043S 74 OPAK BEYAZ PALET STANDART (S),,,402,1500 CC S043S 74 OPAK BEYAZ PALET STANDART (S),2,2,8.7,2,2,8.7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1455,405,750 CC S034 60 OPAK BEYAZ PALET STANDART,,,405,750 CC S034 60 OPAK BEYAZ PALET STANDART,2,2,8.9,2,2,8.9,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1456,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,8,19.1,8,8,19.1,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1457,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,28,,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,4,2,16.6,4,2,16.6,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1458,205,E049 24 MM KAPAK 3 OPAK MAVİ PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK MAVİ PLT.IC.KOLI STANDART,12,9,22.3,12,9,22.3,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1459,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,26.92,12,9,26.92,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1460,212,E123 28 MM FLİPTOP 13 OPAK GOLD PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 OPAK GOLD PLT.IC.KOLI STANDART,12,12,22.26,12,12,22.26,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1461,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,38,,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,12,10,48.23,12,10,48.23,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1462,401,2000 CC S003 61 ŞEFFAF ŞEFFAF POSET STANDART,,,401,2000 CC S003 61 ŞEFFAF ŞEFFAF POSET STANDART,1,1,10.13,1,1,10.13,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1463,402,1500 CC S043S 74 OPAK BEYAZ PALET STANDART (S),,,402,1500 CC S043S 74 OPAK BEYAZ PALET STANDART (S),2,2,9,2,2,9,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1464,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,,,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,2,2,8.2,2,2,8.2,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1465,501,1000 CC P128 43 OPAK BEYAZ PALET STANDART,,,501,1000 CC P128 43 OPAK BEYAZ PALET STANDART,6,6,18.02,6,6,18.02,missing_agiz_mm_gramaj_gr
